GIORNATA,DATA,ORARIO,SQUADRA1,SQUADRA2,RISULTATO FINALE
33,04-05-2023,20:45,Udinese,Napoli,1-1
34,06-05-2023,15:00,Milan,Lazio,2-0
34,06-05-2023,18:00,Roma,Inter,0-2
34,06-05-2023,20:45,Cremonese,Spezia,2-0
34,07-05-2023,12:30,Atalanta,Juventus,0-2
34,07-05-2023,15:00,Torino,Monza,1-1
34,07-05-2023,18:00,Napoli,Fiorentina,1-0
34,07-05-2023,20:45,Lecce,Verona,0-1
34,08-05-2023,18:30,Empoli,Salernitana,2-1
34,08-05-2023,18:30,Udinese,Sampdoria,2-0
34,08-05-2023,20:45,Sassuolo,Bologna,1-1
35,12-05-2023,20:45,Lazio,Lecce,2-2
35,13-05-2023,15:00,Salernitana,Atalanta,1-0
35,13-05-2023,18:00,Spezia,Milan,2-0
35,13-05-2023,20:45,Inter,Sassuolo,4-2
35,14-05-2023,12:30,Verona,Torino,0-1
35,14-05-2023,15:00,Fiorentina,Udinese,2-0
35,14-05-2023,18:00,Monza,Napoli,2-0
35,14-05-2023,20:45,Bologna,Roma,0-0
35,15-05-2023,20:45,Sampdoria,Empoli,1-1
36,19-05-2023,20:45,Sassuolo,Monza,1-2
36,20-05-2023,15:00,Cremonese,Bologna,1-5
36,20-05-2023,18:00,Atalanta,Verona,3-1
36,20-05-2023,20:45,Milan,Sampdoria,5-1
36,21-05-2023,12:30,Lecce,Spezia,0-0
36,21-05-2023,15:00,Torino,Fiorentina,1-1
36,21-05-2023,18:00,Napoli,Inter,3-1
36,21-05-2023,20:45,Udinese,Lazio,0-1
36,22-05-2023,18:30,Roma,Salernitana,2-2
36,22-05-2023,20:45,Empoli,Juventus,4-1
37,26-05-2023,20:45,Sampdoria,Sassuolo,2-2
37,27-05-2023,15:00,Salernitana,Udinese,3-2
37,27-05-2023,18:00,Spezia,Torino,0-4
37,27-05-2023,18:00,Fiorentina,Roma,2-1
37,27-05-2023,20:45,Inter,Atalanta,3-2
37,28-05-2023,12:30,Verona,Empoli,1-1
37,28-05-2023,15:00,Bologna,Napoli,2-2
37,28-05-2023,18:00,Monza,Lecce,0-1
37,28-05-2023,20:45,Lazio,Cremonese,3-2
37,28-05-2023,20:45,Juventus,Milan,0-1
38,02-06-2023,20:30,Sassuolo,Fiorentina,1-3
38,03-06-2023,18:30,Torino,Inter,0-1
38,03-06-2023,21:00,Cremonese,Salernitana,2-0
38,03-06-2023,21:00,Empoli,Lazio,0-2
38,04-06-2023,18:30,Napoli,Sampdoria,2-0
38,04-06-2023,21:00,Atalanta,Monza,5-2
38,04-06-2023,21:00,Lecce,Bologna,2-3
38,04-06-2023,21:00,Milan,Verona,3-1
38,04-06-2023,21:00,Roma,Spezia,2-1
38,04-06-2023,21:00,Udinese,Juventus,0-1
1,21-08-2021,18:30,Verona,Sassuolo,2-3
1,21-08-2021,20:45,Inter,Genoa,4-0
1,21-08-2021,20:45,Empoli,Lazio,1-3
1,21-08-2021,20:45,Torino,Atalanta,1-2
1,22-08-2021,18:30,Bologna,Salernitana,3-2
1,22-08-2021,18:30,Udinese,Juventus,2-2
1,22-08-2021,20:45,Napoli,Venezia,2-0
1,22-08-2021,20:45,Roma,Fiorentina,3-1
1,23-08-2021,18:30,Cagliari,Spezia,2-2
1,23-08-2021,20:45,Sampdoria,Milan,0-1
2,27-08-2021,18:30,Udinese,Venezia,3-0
2,27-08-2021,20:45,Verona,Inter,1-3
2,28-08-2021,18:30,Atalanta,Bologna,0-0
2,28-08-2021,18:30,Lazio,Spezia,6-1
2,28-08-2021,20:45,Fiorentina,Torino,2-1
2,28-08-2021,20:45,Juventus,Empoli,0-1
2,29-08-2021,18:30,Genoa,Napoli,1-2
2,29-08-2021,18:30,Sassuolo,Sampdoria,0-0
2,29-08-2021,20:45,Milan,Cagliari,4-1
2,29-08-2021,20:45,Salernitana,Roma,0-4
3,11-09-2021,15:00,Empoli,Venezia,1-2
3,11-09-2021,18:00,Napoli,Juventus,2-1
3,11-09-2021,20:45,Atalanta,Fiorentina,1-2
3,12-09-2021,12:30,Sampdoria,Inter,2-2
3,12-09-2021,15:00,Cagliari,Genoa,2-3
3,12-09-2021,15:00,Spezia,Udinese,0-1
3,12-09-2021,15:00,Torino,Salernitana,4-0
3,12-09-2021,18:00,Milan,Lazio,2-0
3,12-09-2021,20:45,Roma,Sassuolo,2-1
3,13-09-2021,20:45,Bologna,Verona,1-0
4,17-09-2021,20:45,Sassuolo,Torino,0-1
4,18-09-2021,15:00,Genoa,Fiorentina,1-2
4,18-09-2021,18:00,Inter,Bologna,6-1
4,18-09-2021,20:45,Salernitana,Atalanta,0-1
4,19-09-2021,12:30,Empoli,Sampdoria,0-3
4,19-09-2021,15:00,Venezia,Spezia,1-2
4,19-09-2021,18:00,Verona,Roma,3-2
4,19-09-2021,18:00,Lazio,Cagliari,2-2
4,19-09-2021,20:45,Juventus,Milan,1-1
4,20-09-2021,20:45,Udinese,Napoli,0-4
5,21-09-2021,18:30,Bologna,Genoa,2-2
5,21-09-2021,20:45,Atalanta,Sassuolo,2-1
5,21-09-2021,20:45,Fiorentina,Inter,1-3
5,22-09-2021,18:30,Salernitana,Verona,2-2
5,22-09-2021,18:30,Spezia,Juventus,2-3
5,22-09-2021,20:45,Cagliari,Empoli,0-2
5,22-09-2021,20:45,Milan,Venezia,2-0
5,23-09-2021,18:30,Sampdoria,Napoli,0-4
5,23-09-2021,18:30,Torino,Lazio,1-1
5,23-09-2021,20:45,Roma,Udinese,1-0
6,25-09-2021,15:00,Spezia,Milan,1-2
6,25-09-2021,18:00,Inter,Atalanta,2-2
6,25-09-2021,20:45,Genoa,Verona,3-3
6,26-09-2021,12:30,Juventus,Sampdoria,3-2
6,26-09-2021,15:00,Empoli,Bologna,4-2
6,26-09-2021,15:00,Sassuolo,Salernitana,1-0
6,26-09-2021,15:00,Udinese,Fiorentina,0-1
6,26-09-2021,18:00,Lazio,Roma,3-2
6,26-09-2021,20:45,Napoli,Cagliari,2-0
6,27-09-2021,20:45,Venezia,Torino,1-1
7,01-10-2021,20:45,Cagliari,Venezia,1-1
7,02-10-2021,15:00,Salernitana,Genoa,1-0
7,02-10-2021,18:00,Torino,Juventus,0-1
7,02-10-2021,20:45,Sassuolo,Inter,1-2
7,03-10-2021,12:30,Bologna,Lazio,3-0
7,03-10-2021,15:00,Verona,Spezia,4-0
7,03-10-2021,15:00,Sampdoria,Udinese,3-3
7,03-10-2021,18:00,Fiorentina,Napoli,1-2
7,03-10-2021,20:45,Roma,Empoli,2-0
7,03-10-2021,20:45,Atalanta,Milan,2-3
8,16-10-2021,15:00,Spezia,Salernitana,2-1
8,16-10-2021,18:00,Lazio,Inter,3-1
8,16-10-2021,20:45,Milan,Verona,3-2
8,17-10-2021,12:30,Cagliari,Sampdoria,3-1
8,17-10-2021,15:00,Empoli,Atalanta,1-4
8,17-10-2021,15:00,Genoa,Sassuolo,2-2
8,17-10-2021,15:00,Udinese,Bologna,1-1
8,17-10-2021,18:00,Napoli,Torino,1-0
8,17-10-2021,20:45,Juventus,Roma,1-0
8,18-10-2021,20:45,Venezia,Fiorentina,1-0
9,22-10-2021,18:30,Torino,Genoa,3-2
9,22-10-2021,20:45,Sampdoria,Spezia,2-1
9,23-10-2021,15:00,Salernitana,Empoli,2-4
9,23-10-2021,18:00,Sassuolo,Venezia,3-1
9,23-10-2021,20:45,Bologna,Milan,2-4
9,24-10-2021,12:30,Atalanta,Udinese,1-1
9,24-10-2021,15:00,Fiorentina,Cagliari,3-0
9,24-10-2021,15:00,Verona,Lazio,4-1
9,24-10-2021,18:00,Roma,Napoli,0-0
9,24-10-2021,20:45,Inter,Juventus,1-1
10,26-10-2021,18:30,Spezia,Genoa,1-1
10,26-10-2021,18:30,Venezia,Salernitana,1-2
10,26-10-2021,20:45,Milan,Torino,1-0
10,27-10-2021,18:30,Juventus,Sassuolo,1-2
10,27-10-2021,18:30,Sampdoria,Atalanta,1-3
10,27-10-2021,18:30,Udinese,Verona,1-1
10,27-10-2021,20:45,Cagliari,Roma,1-2
10,27-10-2021,20:45,Empoli,Inter,0-2
10,27-10-2021,20:45,Lazio,Fiorentina,1-0
10,28-10-2021,20:45,Napoli,Bologna,3-0
11,30-10-2021,15:00,Atalanta,Lazio,2-2
11,30-10-2021,18:00,Verona,Juventus,2-1
11,30-10-2021,20:45,Torino,Sampdoria,3-0
11,31-10-2021,12:30,Inter,Udinese,2-0
11,31-10-2021,15:00,Fiorentina,Spezia,3-0
11,31-10-2021,15:00,Genoa,Venezia,0-0
11,31-10-2021,15:00,Sassuolo,Empoli,1-2
11,31-10-2021,18:00,Salernitana,Napoli,0-1
11,31-10-2021,20:45,Roma,Milan,1-2
11,01-11-2021,20:45,Bologna,Cagliari,2-0
12,05-11-2021,20:45,Empoli,Genoa,2-2
12,06-11-2021,15:00,Spezia,Torino,1-0
12,06-11-2021,18:00,Juventus,Fiorentina,1-0
12,06-11-2021,20:45,Cagliari,Atalanta,1-2
12,07-11-2021,12:30,Venezia,Roma,3-2
12,07-11-2021,15:00,Sampdoria,Bologna,1-2
12,07-11-2021,15:00,Udinese,Sassuolo,3-2
12,07-11-2021,18:00,Lazio,Salernitana,3-0
12,07-11-2021,20:45,Napoli,Verona,1-1
12,07-11-2021,20:45,Milan,Inter,1-1
13,20-11-2021,15:00,Atalanta,Spezia,5-2
13,20-11-2021,18:00,Lazio,Juventus,0-2
13,20-11-2021,20:45,Fiorentina,Milan,4-3
13,21-11-2021,12:30,Sassuolo,Cagliari,2-2
13,21-11-2021,15:00,Bologna,Venezia,0-1
13,21-11-2021,15:00,Salernitana,Sampdoria,0-2
13,21-11-2021,18:00,Inter,Napoli,3-2
13,21-11-2021,20:45,Genoa,Roma,0-2
13,22-11-2021,18:30,Verona,Empoli,2-1
13,22-11-2021,20:45,Torino,Udinese,2-1
14,26-11-2021,20:45,Cagliari,Salernitana,1-1
14,27-11-2021,15:00,Empoli,Fiorentina,2-1
14,27-11-2021,18:00,Sampdoria,Verona,3-1
14,27-11-2021,18:00,Juventus,Atalanta,0-1
14,27-11-2021,20:45,Venezia,Inter,0-2
14,28-11-2021,12:30,Udinese,Genoa,0-0
14,28-11-2021,15:00,Milan,Sassuolo,1-3
14,28-11-2021,15:00,Spezia,Bologna,0-1
14,28-11-2021,18:00,Roma,Torino,1-0
14,28-11-2021,20:45,Napoli,Lazio,4-0
15,30-11-2021,18:30,Atalanta,Venezia,4-0
15,30-11-2021,18:30,Fiorentina,Sampdoria,3-1
15,30-11-2021,20:45,Verona,Cagliari,0-0
15,30-11-2021,20:45,Salernitana,Juventus,0-2
15,01-12-2021,18:30,Bologna,Roma,1-0
15,01-12-2021,18:30,Inter,Spezia,2-0
15,01-12-2021,20:45,Genoa,Milan,0-3
15,01-12-2021,20:45,Sassuolo,Napoli,2-2
15,02-12-2021,18:30,Torino,Empoli,2-2
15,02-12-2021,20:45,Lazio,Udinese,4-4
16,04-12-2021,15:00,Milan,Salernitana,2-0
16,04-12-2021,18:00,Roma,Inter,0-3
16,04-12-2021,20:45,Napoli,Atalanta,2-3
16,05-12-2021,12:30,Bologna,Fiorentina,2-3
16,05-12-2021,15:00,Spezia,Sassuolo,2-2
16,05-12-2021,15:00,Venezia,Verona,3-4
16,05-12-2021,18:00,Sampdoria,Lazio,1-3
16,05-12-2021,20:45,Juventus,Genoa,2-0
16,06-12-2021,18:30,Empoli,Udinese,3-1
16,06-12-2021,20:45,Cagliari,Torino,1-1
17,10-12-2021,20:45,Genoa,Sampdoria,1-3
17,11-12-2021,15:00,Fiorentina,Salernitana,4-0
17,11-12-2021,18:00,Venezia,Juventus,1-1
17,11-12-2021,20:45,Udinese,Milan,1-1
17,12-12-2021,12:30,Torino,Bologna,2-1
17,12-12-2021,15:00,Verona,Atalanta,1-2
17,12-12-2021,18:00,Napoli,Empoli,0-1
17,12-12-2021,18:00,Sassuolo,Lazio,2-1
17,12-12-2021,20:45,Inter,Cagliari,4-0
17,13-12-2021,20:45,Roma,Spezia,2-0
18,17-12-2021,18:30,Lazio,Genoa,3-1
18,17-12-2021,20:45,Salernitana,Inter,0-5
18,18-12-2021,15:00,Atalanta,Roma,1-4
18,18-12-2021,18:00,Bologna,Juventus,0-2
18,18-12-2021,20:45,Cagliari,Udinese,0-4
18,19-12-2021,12:30,Fiorentina,Sassuolo,2-2
18,19-12-2021,15:00,Spezia,Empoli,1-1
18,19-12-2021,18:00,Sampdoria,Venezia,1-1
18,19-12-2021,18:00,Torino,Verona,1-0
18,19-12-2021,20:45,Milan,Napoli,0-1
19,21-12-2021,20:45,Genoa,Atalanta,0-0
19,21-12-2021,20:45,Juventus,Cagliari,2-0
19,22-12-2021,16:30,Venezia,Lazio,1-3
19,22-12-2021,16:30,Sassuolo,Bologna,0-3
19,22-12-2021,18:30,Inter,Torino,1-0
19,22-12-2021,18:30,Roma,Sampdoria,1-1
19,22-12-2021,18:30,Verona,Fiorentina,1-1
19,22-12-2021,20:45,Empoli,Milan,2-4
19,22-12-2021,20:45,Napoli,Spezia,0-1
19,20-04-2022,18:45,Udinese,Salernitana,0-1
20,06-01-2022,12:30,Sampdoria,Cagliari,1-2
20,06-01-2022,14:30,Lazio,Empoli,3-3
20,06-01-2022,14:30,Spezia,Verona,1-2
20,06-01-2022,16:30,Sassuolo,Genoa,1-1
20,06-01-2022,18:30,Milan,Roma,3-1
20,06-01-2022,20:45,Juventus,Napoli,1-1
20,27-04-2022,18:00,Fiorentina,Udinese,0-4
20,27-04-2022,20:15,Atalanta,Torino,4-4
20,27-04-2022,20:15,Bologna,Inter,2-1
20,05-05-2022,18:00,Salernitana,Venezia,2-1
21,09-01-2022,12:30,Venezia,Milan,0-3
21,09-01-2022,14:30,Empoli,Sassuolo,1-5
21,09-01-2022,16:30,Napoli,Sampdoria,1-0
21,09-01-2022,16:30,Udinese,Atalanta,2-6
21,09-01-2022,18:30,Genoa,Spezia,0-1
21,09-01-2022,18:30,Roma,Juventus,3-4
21,09-01-2022,20:45,Verona,Salernitana,1-2
21,09-01-2022,20:45,Inter,Lazio,2-1
21,10-01-2022,17:00,Torino,Fiorentina,4-0
21,11-01-2022,20:45,Cagliari,Bologna,2-1
22,15-01-2022,15:00,Sampdoria,Torino,1-2
22,15-01-2022,18:00,Salernitana,Lazio,0-3
22,15-01-2022,20:45,Juventus,Udinese,2-0
22,16-01-2022,12:30,Sassuolo,Verona,2-4
22,16-01-2022,15:00,Venezia,Empoli,1-1
22,16-01-2022,18:00,Roma,Cagliari,1-0
22,16-01-2022,20:45,Atalanta,Inter,0-0
22,17-01-2022,18:30,Bologna,Napoli,0-2
22,17-01-2022,18:30,Milan,Spezia,1-2
22,17-01-2022,20:45,Fiorentina,Genoa,6-0
23,21-01-2022,20:45,Verona,Bologna,2-1
23,22-01-2022,15:00,Genoa,Udinese,0-0
23,22-01-2022,18:00,Inter,Venezia,2-1
23,22-01-2022,20:45,Lazio,Atalanta,0-0
23,23-01-2022,12:30,Cagliari,Fiorentina,1-1
23,23-01-2022,15:00,Napoli,Salernitana,4-1
23,23-01-2022,15:00,Spezia,Sampdoria,1-0
23,23-01-2022,15:00,Torino,Sassuolo,1-1
23,23-01-2022,18:00,Empoli,Roma,2-4
23,23-01-2022,20:45,Milan,Juventus,0-0
24,05-02-2022,15:00,Roma,Genoa,0-0
24,05-02-2022,18:00,Inter,Milan,1-2
24,05-02-2022,20:45,Fiorentina,Lazio,0-3
24,06-02-2022,12:30,Atalanta,Cagliari,1-2
24,06-02-2022,15:00,Bologna,Empoli,0-0
24,06-02-2022,15:00,Sampdoria,Sassuolo,4-0
24,06-02-2022,17:00,Venezia,Napoli,0-2
24,06-02-2022,18:00,Udinese,Torino,2-0
24,06-02-2022,20:45,Juventus,Verona,2-0
24,07-02-2022,20:45,Salernitana,Spezia,2-2
25,12-02-2022,15:00,Lazio,Bologna,3-0
25,12-02-2022,18:00,Napoli,Inter,1-1
25,12-02-2022,20:45,Torino,Venezia,1-2
25,13-02-2022,12:30,Milan,Sampdoria,1-0
25,13-02-2022,15:00,Empoli,Cagliari,1-1
25,13-02-2022,15:00,Genoa,Salernitana,1-1
25,13-02-2022,15:00,Verona,Udinese,4-0
25,13-02-2022,18:00,Sassuolo,Roma,2-2
25,13-02-2022,20:45,Atalanta,Juventus,1-1
25,14-02-2022,20:45,Spezia,Fiorentina,1-2
26,18-02-2022,20:45,Juventus,Torino,1-1
26,19-02-2022,15:00,Sampdoria,Empoli,2-0
26,19-02-2022,18:00,Roma,Verona,2-2
26,19-02-2022,20:45,Salernitana,Milan,2-2
26,20-02-2022,12:30,Fiorentina,Atalanta,1-0
26,20-02-2022,15:00,Venezia,Genoa,1-1
26,20-02-2022,18:00,Inter,Sassuolo,0-2
26,20-02-2022,20:45,Udinese,Lazio,1-1
26,21-02-2022,19:00,Cagliari,Napoli,1-1
26,21-02-2022,21:00,Bologna,Spezia,2-1
27,25-02-2022,18:45,Milan,Udinese,1-1
27,25-02-2022,21:00,Genoa,Inter,0-0
27,26-02-2022,15:00,Salernitana,Bologna,1-1
27,26-02-2022,18:00,Empoli,Juventus,2-3
27,26-02-2022,20:45,Sassuolo,Fiorentina,2-1
27,27-02-2022,12:30,Torino,Cagliari,1-2
27,27-02-2022,15:00,Verona,Venezia,3-1
27,27-02-2022,18:00,Spezia,Roma,0-1
27,27-02-2022,20:45,Lazio,Napoli,1-2
27,28-02-2022,20:45,Atalanta,Sampdoria,4-0
28,04-03-2022,20:45,Inter,Salernitana,5-0
28,05-03-2022,15:00,Udinese,Sampdoria,2-1
28,05-03-2022,18:00,Roma,Atalanta,1-0
28,05-03-2022,20:45,Cagliari,Lazio,0-3
28,06-03-2022,12:30,Genoa,Empoli,0-0
28,06-03-2022,15:00,Bologna,Torino,0-0
28,06-03-2022,15:00,Fiorentina,Verona,1-1
28,06-03-2022,15:00,Venezia,Sassuolo,1-4
28,06-03-2022,18:00,Juventus,Spezia,1-0
28,06-03-2022,20:45,Napoli,Milan,0-1
29,12-03-2022,15:00,Salernitana,Sassuolo,2-2
29,12-03-2022,15:00,Spezia,Cagliari,2-0
29,12-03-2022,18:00,Sampdoria,Juventus,1-3
29,12-03-2022,20:45,Milan,Empoli,1-0
29,13-03-2022,12:30,Fiorentina,Bologna,1-0
29,13-03-2022,15:00,Verona,Napoli,1-2
29,13-03-2022,18:00,Atalanta,Genoa,0-0
29,13-03-2022,18:00,Udinese,Roma,1-1
29,13-03-2022,20:45,Torino,Inter,1-1
29,14-03-2022,20:45,Lazio,Venezia,1-0
30,18-03-2022,18:45,Sassuolo,Spezia,4-1
30,18-03-2022,21:00,Genoa,Torino,1-0
30,19-03-2022,15:00,Napoli,Udinese,2-1
30,19-03-2022,18:00,Inter,Fiorentina,1-1
30,19-03-2022,20:45,Cagliari,Milan,0-1
30,20-03-2022,12:30,Venezia,Sampdoria,0-2
30,20-03-2022,15:00,Empoli,Verona,1-1
30,20-03-2022,15:00,Juventus,Salernitana,2-0
30,20-03-2022,18:00,Roma,Lazio,3-0
30,20-03-2022,20:45,Bologna,Atalanta,0-1
31,02-04-2022,15:00,Spezia,Venezia,1-0
31,02-04-2022,18:00,Lazio,Sassuolo,2-1
31,02-04-2022,20:45,Salernitana,Torino,0-1
31,03-04-2022,12:30,Fiorentina,Empoli,1-0
31,03-04-2022,15:00,Atalanta,Napoli,1-3
31,03-04-2022,15:00,Udinese,Cagliari,5-1
31,03-04-2022,18:00,Sampdoria,Roma,0-1
31,03-04-2022,20:45,Juventus,Inter,0-1
31,04-04-2022,18:30,Verona,Genoa,1-0
31,04-04-2022,20:45,Milan,Bologna,0-0
32,09-04-2022,15:00,Empoli,Spezia,0-0
32,09-04-2022,18:00,Inter,Verona,2-0
32,09-04-2022,20:45,Cagliari,Juventus,1-2
32,10-04-2022,12:30,Genoa,Lazio,1-4
32,10-04-2022,15:00,Napoli,Fiorentina,2-3
32,10-04-2022,15:00,Sassuolo,Atalanta,2-1
32,10-04-2022,15:00,Venezia,Udinese,1-2
32,10-04-2022,18:00,Roma,Salernitana,2-1
32,10-04-2022,20:45,Torino,Milan,0-0
32,11-04-2022,20:45,Bologna,Sampdoria,2-0
33,15-04-2022,19:00,Spezia,Inter,1-3
33,15-04-2022,21:00,Milan,Genoa,2-0
33,16-04-2022,12:30,Cagliari,Sassuolo,1-0
33,16-04-2022,14:30,Sampdoria,Salernitana,1-2
33,16-04-2022,14:30,Udinese,Empoli,4-1
33,16-04-2022,16:30,Fiorentina,Venezia,1-0
33,16-04-2022,18:30,Juventus,Bologna,1-1
33,16-04-2022,20:45,Lazio,Torino,1-1
33,18-04-2022,19:00,Napoli,Roma,1-1
33,18-04-2022,21:00,Atalanta,Verona,1-2
34,23-04-2022,15:00,Torino,Spezia,2-1
34,23-04-2022,15:00,Venezia,Atalanta,1-3
34,23-04-2022,18:00,Inter,Roma,3-1
34,23-04-2022,20:45,Verona,Sampdoria,1-1
34,24-04-2022,12:30,Salernitana,Fiorentina,2-1
34,24-04-2022,15:00,Bologna,Udinese,2-2
34,24-04-2022,15:00,Empoli,Napoli,3-2
34,24-04-2022,18:00,Genoa,Cagliari,1-0
34,24-04-2022,20:45,Lazio,Milan,1-2
34,25-04-2022,20:45,Sassuolo,Juventus,1-2
35,30-04-2022,15:00,Cagliari,Verona,1-2
35,30-04-2022,15:00,Napoli,Sassuolo,6-1
35,30-04-2022,18:00,Sampdoria,Genoa,1-0
35,30-04-2022,20:45,Spezia,Lazio,3-4
35,01-05-2022,12:30,Juventus,Venezia,2-1
35,01-05-2022,15:00,Empoli,Torino,1-3
35,01-05-2022,15:00,Milan,Fiorentina,1-0
35,01-05-2022,18:00,Udinese,Inter,1-2
35,01-05-2022,20:45,Roma,Bologna,0-0
35,02-05-2022,20:45,Atalanta,Salernitana,1-1
36,06-05-2022,18:45,Inter,Empoli,4-2
36,06-05-2022,21:00,Genoa,Juventus,2-1
36,07-05-2022,15:00,Torino,Napoli,0-1
36,07-05-2022,18:00,Sassuolo,Udinese,1-1
36,07-05-2022,20:45,Lazio,Sampdoria,2-0
36,08-05-2022,12:30,Spezia,Atalanta,1-3
36,08-05-2022,15:00,Venezia,Bologna,4-3
36,08-05-2022,18:00,Salernitana,Cagliari,1-1
36,08-05-2022,20:45,Verona,Milan,1-3
36,09-05-2022,20:45,Fiorentina,Roma,2-0
37,14-05-2022,15:00,Empoli,Salernitana,1-1
37,14-05-2022,18:00,Verona,Torino,0-1
37,14-05-2022,18:00,Udinese,Spezia,2-3
37,14-05-2022,20:45,Roma,Venezia,1-1
37,15-05-2022,12:30,Bologna,Sassuolo,1-3
37,15-05-2022,15:00,Napoli,Genoa,3-0
37,15-05-2022,18:00,Milan,Atalanta,2-0
37,15-05-2022,20:45,Cagliari,Inter,1-3
37,16-05-2022,18:30,Sampdoria,Fiorentina,4-1
37,16-05-2022,20:45,Juventus,Lazio,2-2
38,20-05-2022,20:45,Torino,Roma,0-3
38,21-05-2022,17:15,Genoa,Bologna,0-1
38,21-05-2022,20:45,Atalanta,Empoli,0-1
38,21-05-2022,20:45,Fiorentina,Juventus,2-0
38,21-05-2022,20:45,Lazio,Verona,3-3
38,22-05-2022,12:30,Spezia,Napoli,0-3
38,22-05-2022,18:00,Inter,Sampdoria,3-0
38,22-05-2022,21:00,Sassuolo,Milan,0-3
38,22-05-2022,21:00,Salernitana,Udinese,0-4
38,22-05-2022,21:00,Venezia,Cagliari,0-0
1,19-09-2020,18:00,Fiorentina,Torino,1-0
1,19-09-2020,20:45,Verona,Roma,3-0
1,20-09-2020,12:30,Parma,Napoli,0-2
1,20-09-2020,15:00,Genoa,Crotone,4-1
1,20-09-2020,18:00,Sassuolo,Cagliari,1-1
1,20-09-2020,20:45,Juventus,Sampdoria,3-0
1,21-09-2020,20:45,Milan,Bologna,2-0
1,30-09-2020,18:00,Benevento,Inter,2-5
1,30-09-2020,18:00,Udinese,Spezia,0-2
1,30-09-2020,20:45,Lazio,Atalanta,1-4
2,26-09-2020,15:00,Torino,Atalanta,2-4
2,26-09-2020,18:00,Cagliari,Lazio,0-2
2,26-09-2020,20:45,Sampdoria,Benevento,2-3
2,26-09-2020,20:45,Inter,Fiorentina,4-3
2,27-09-2020,12:30,Spezia,Sassuolo,1-4
2,27-09-2020,15:00,Verona,Udinese,1-0
2,27-09-2020,18:00,Crotone,Milan,0-2
2,27-09-2020,18:00,Napoli,Genoa,6-0
2,27-09-2020,20:45,Roma,Juventus,2-2
2,28-09-2020,20:45,Bologna,Parma,4-1
3,02-10-2020,20:45,Fiorentina,Sampdoria,1-2
3,03-10-2020,15:00,Sassuolo,Crotone,4-1
3,03-10-2020,20:45,Udinese,Roma,0-1
3,04-10-2020,12:30,Atalanta,Cagliari,5-2
3,04-10-2020,15:00,Benevento,Bologna,1-0
3,04-10-2020,15:00,Lazio,Inter,1-1
3,04-10-2020,15:00,Parma,Verona,1-0
3,04-10-2020,18:00,Milan,Spezia,3-0
3,04-11-2020,17:00,Genoa,Torino,1-2
3,07-04-2021,18:45,Juventus,Napoli,2-1
4,17-10-2020,15:00,Napoli,Atalanta,4-1
4,17-10-2020,18:00,Inter,Milan,1-2
4,17-10-2020,20:45,Sampdoria,Lazio,3-0
4,17-10-2020,20:45,Crotone,Juventus,1-1
4,18-10-2020,12:30,Bologna,Sassuolo,3-4
4,18-10-2020,15:00,Spezia,Fiorentina,2-2
4,18-10-2020,15:00,Torino,Cagliari,2-3
4,18-10-2020,18:00,Udinese,Parma,3-2
4,18-10-2020,20:45,Roma,Benevento,5-2
4,19-10-2020,20:45,Verona,Genoa,0-0
5,23-10-2020,20:45,Sassuolo,Torino,3-3
5,24-10-2020,15:00,Atalanta,Sampdoria,1-3
5,24-10-2020,18:00,Genoa,Inter,0-2
5,24-10-2020,20:45,Lazio,Bologna,2-1
5,25-10-2020,12:30,Cagliari,Crotone,4-2
5,25-10-2020,15:00,Benevento,Napoli,1-2
5,25-10-2020,15:00,Parma,Spezia,2-2
5,25-10-2020,18:00,Fiorentina,Udinese,3-2
5,25-10-2020,20:45,Juventus,Verona,1-1
5,26-10-2020,20:45,Milan,Roma,3-3
6,31-10-2020,15:00,Crotone,Atalanta,1-2
6,31-10-2020,18:00,Inter,Parma,2-2
6,31-10-2020,20:45,Bologna,Cagliari,3-2
6,01-11-2020,12:30,Udinese,Milan,1-2
6,01-11-2020,15:00,Spezia,Juventus,1-4
6,01-11-2020,15:00,Torino,Lazio,3-4
6,01-11-2020,18:00,Napoli,Sassuolo,0-2
6,01-11-2020,18:00,Roma,Fiorentina,2-0
6,01-11-2020,20:45,Sampdoria,Genoa,1-1
6,02-11-2020,20:45,Verona,Benevento,3-1
7,06-11-2020,20:45,Sassuolo,Udinese,0-0
7,07-11-2020,15:00,Cagliari,Sampdoria,2-0
7,07-11-2020,18:00,Benevento,Spezia,0-3
7,07-11-2020,20:45,Parma,Fiorentina,0-0
7,08-11-2020,12:30,Lazio,Juventus,1-1
7,08-11-2020,15:00,Atalanta,Inter,1-1
7,08-11-2020,15:00,Genoa,Roma,1-3
7,08-11-2020,15:00,Torino,Crotone,0-0
7,08-11-2020,18:00,Bologna,Napoli,0-1
7,08-11-2020,20:45,Milan,Verona,2-2
8,21-11-2020,15:00,Crotone,Lazio,0-2
8,21-11-2020,18:00,Spezia,Atalanta,0-0
8,21-11-2020,20:45,Juventus,Cagliari,2-0
8,22-11-2020,12:30,Fiorentina,Benevento,0-1
8,22-11-2020,15:00,Inter,Torino,4-2
8,22-11-2020,15:00,Roma,Parma,3-0
8,22-11-2020,15:00,Sampdoria,Bologna,1-2
8,22-11-2020,15:00,Verona,Sassuolo,0-2
8,22-11-2020,18:00,Udinese,Genoa,1-0
8,22-11-2020,20:45,Napoli,Milan,1-3
