GIORNATA,DATA,ORARIO,SQUADRA1,SQUADRA2,RISULTATO FINALE
35,05-05-2019,12:30,Empoli,Fiorentina,1-0
35,05-05-2019,15:00,Lazio,Atalanta,1-3
35,05-05-2019,15:00,Sassuolo,Frosinone,2-2
35,05-05-2019,15:00,Parma,Sampdoria,3-3
35,05-05-2019,18:00,Genoa,Roma,1-1
35,05-05-2019,20:30,Napoli,Cagliari,2-1
35,06-05-2019,20:30,Milan,Bologna,2-1
36,11-05-2019,15:00,Atalanta,Genoa,2-1
36,11-05-2019,18:00,Cagliari,Lazio,1-2
36,11-05-2019,20:30,Fiorentina,Milan,0-1
36,12-05-2019,12:30,Torino,Sassuolo,3-2
36,12-05-2019,15:00,Sampdoria,Empoli,1-2
36,12-05-2019,15:00,Frosinone,Udinese,1-3
36,12-05-2019,18:00,SPAL,Napoli,1-2
36,12-05-2019,20:30,Roma,Juventus,2-0
36,13-05-2019,19:00,Bologna,Parma,4-1
36,13-05-2019,21:00,Inter,Chievo,2-0
37,18-05-2019,15:00,Udinese,SPAL,3-2
37,18-05-2019,18:00,Genoa,Cagliari,1-1
37,18-05-2019,20:30,Sassuolo,Roma,0-0
37,19-05-2019,12:30,Chievo,Sampdoria,0-0
37,19-05-2019,15:00,Parma,Fiorentina,1-0
37,19-05-2019,15:00,Empoli,Torino,4-1
37,19-05-2019,18:00,Milan,Frosinone,2-0
37,19-05-2019,20:30,Juventus,Atalanta,1-1
37,19-05-2019,20:30,Napoli,Inter,4-1
37,20-05-2019,20:30,Lazio,Bologna,3-3
38,25-05-2019,18:00,Frosinone,Chievo,0-0
38,25-05-2019,20:30,Bologna,Napoli,3-2
38,26-05-2019,15:00,Torino,Lazio,3-1
38,26-05-2019,18:00,Sampdoria,Juventus,2-0
38,26-05-2019,20:30,Inter,Empoli,2-1
38,26-05-2019,20:30,Fiorentina,Genoa,0-0
38,26-05-2019,20:30,SPAL,Milan,2-3
38,26-05-2019,20:30,Roma,Parma,2-1
38,26-05-2019,20:30,Atalanta,Sassuolo,3-1
38,26-05-2019,20:30,Cagliari,Udinese,1-2
1,19-08-2017,18:00,Juventus,Cagliari,3-0
1,20-08-2017,20:45,Verona,Napoli,1-3
1,20-08-2017,18:00,Atalanta,Roma,0-1
1,20-08-2017,20:45,Bologna,Torino,1-1
1,20-08-2017,20:45,Crotone,Milan,0-3
1,20-08-2017,20:45,Inter,Fiorentina,3-0
1,20-08-2017,20:45,Lazio,SPAL,0-0
1,20-08-2017,20:45,Sampdoria,Benevento,2-1
1,20-08-2017,20:45,Sassuolo,Genoa,0-0
1,20-08-2017,20:45,Udinese,Chievo,1-2
2,26-08-2017,18:00,Benevento,Bologna,0-1
2,26-08-2017,20:45,Genoa,Juventus,2-4
2,27-08-2017,20:45,Roma,Inter,1-3
2,27-08-2017,18:00,Torino,Sassuolo,3-0
2,27-08-2017,20:45,Chievo,Lazio,1-2
2,27-08-2017,20:45,Crotone,Verona,0-0
2,27-08-2017,20:45,Fiorentina,Sampdoria,1-2
2,27-08-2017,20:45,Milan,Cagliari,2-1
2,27-08-2017,20:45,Napoli,Atalanta,3-1
2,27-08-2017,20:45,SPAL,Udinese,3-2
3,09-09-2017,18:00,Juventus,Chievo,3-0
3,10-09-2017,12:30,Inter,SPAL,2-0
3,10-09-2017,15:00,Atalanta,Sassuolo,2-1
3,10-09-2017,15:00,Cagliari,Crotone,1-0
3,10-09-2017,15:00,Verona,Fiorentina,0-5
3,10-09-2017,16:00,Lazio,Milan,4-1
3,10-09-2017,18:00,Benevento,Torino,0-1
3,10-09-2017,20:45,Bologna,Napoli,0-3
3,24-01-2018,20:45,Sampdoria,Roma,1-1
3,10-09-2017,15:00,Udinese,Genoa,1-0
4,16-09-2017,15:00,Crotone,Inter,0-2
4,16-09-2017,18:00,Fiorentina,Bologna,2-1
4,16-09-2017,20:45,Roma,Verona,3-0
4,17-09-2017,12:30,Sassuolo,Juventus,1-3
4,17-09-2017,15:00,Milan,Udinese,2-1
4,17-09-2017,15:00,Napoli,Benevento,6-0
4,17-09-2017,15:00,SPAL,Cagliari,0-2
4,17-09-2017,15:00,Torino,Sampdoria,2-2
4,17-09-2017,18:00,Chievo,Atalanta,1-1
4,17-09-2017,20:45,Genoa,Lazio,2-3
5,19-09-2017,20:45,Bologna,Inter,1-1
5,20-09-2017,18:00,Benevento,Roma,0-4
5,20-09-2017,20:45,Atalanta,Crotone,5-1
5,20-09-2017,20:45,Cagliari,Sassuolo,0-1
5,20-09-2017,20:45,Genoa,Chievo,1-1
5,20-09-2017,20:45,Verona,Sampdoria,0-0
5,20-09-2017,20:45,Juventus,Fiorentina,1-0
5,20-09-2017,20:45,Lazio,Napoli,1-4
5,20-09-2017,20:45,Milan,SPAL,2-0
5,20-09-2017,20:45,Udinese,Torino,2-3
6,23-09-2017,15:00,Roma,Udinese,3-1
6,23-09-2017,18:00,SPAL,Napoli,2-3
6,23-09-2017,20:45,Juventus,Torino,4-0
6,24-09-2017,12:30,Sampdoria,Milan,2-0
6,24-09-2017,15:00,Cagliari,Chievo,0-2
6,24-09-2017,15:00,Crotone,Benevento,2-0
6,24-09-2017,15:00,Verona,Lazio,0-3
6,24-09-2017,18:00,Inter,Genoa,1-0
6,24-09-2017,20:45,Sassuolo,Bologna,0-1
6,24-09-2017,20:45,Fiorentina,Atalanta,1-1
7,30-09-2017,18:00,Udinese,Sampdoria,4-0
7,30-09-2017,20:45,Genoa,Bologna,0-1
7,01-10-2017,12:30,Napoli,Cagliari,3-0
7,01-10-2017,15:00,Benevento,Inter,1-2
7,01-10-2017,15:00,Chievo,Fiorentina,2-1
7,01-10-2017,15:00,Lazio,Sassuolo,6-1
7,01-10-2017,15:00,SPAL,Crotone,1-1
7,01-10-2017,15:00,Torino,Verona,2-2
7,01-10-2017,18:00,Milan,Roma,0-2
7,01-10-2017,20:45,Atalanta,Juventus,2-2
8,14-10-2017,18:00,Juventus,Lazio,1-2
8,14-10-2017,20:45,Roma,Napoli,0-1
8,15-10-2017,12:30,Fiorentina,Udinese,2-1
8,15-10-2017,15:00,Bologna,SPAL,2-1
8,15-10-2017,15:00,Cagliari,Genoa,2-3
8,15-10-2017,15:00,Crotone,Torino,2-2
8,15-10-2017,15:00,Sampdoria,Atalanta,3-1
8,15-10-2017,15:00,Sassuolo,Chievo,0-0
8,15-10-2017,20:45,Inter,Milan,3-2
8,16-10-2017,20:45,Verona,Benevento,1-0
9,21-10-2017,18:00,Sampdoria,Crotone,5-0
9,21-10-2017,20:45,Napoli,Inter,0-0
9,22-10-2017,12:30,Chievo,Verona,3-2
9,22-10-2017,15:00,Atalanta,Bologna,1-0
9,22-10-2017,15:00,Benevento,Fiorentina,0-3
9,22-10-2017,15:00,Milan,Genoa,0-0
9,22-10-2017,15:00,SPAL,Sassuolo,0-1
9,22-10-2017,18:00,Torino,Roma,0-1
9,22-10-2017,20:45,Udinese,Juventus,2-6
9,23-10-2017,20:45,Lazio,Cagliari,3-0
10,24-10-2017,20:45,Inter,Sampdoria,3-2
10,25-10-2017,18:30,Atalanta,Verona,3-0
10,25-10-2017,20:45,Bologna,Lazio,1-2
10,25-10-2017,20:45,Cagliari,Benevento,2-1
10,25-10-2017,20:45,Chievo,Milan,1-4
10,25-10-2017,20:45,Fiorentina,Torino,3-0
10,25-10-2017,20:45,Genoa,Napoli,2-3
10,25-10-2017,20:45,Juventus,SPAL,4-1
10,25-10-2017,20:45,Roma,Crotone,1-0
10,25-10-2017,20:45,Sassuolo,Udinese,0-1
11,28-10-2017,18:00,Milan,Juventus,0-2
11,28-10-2017,20:45,Roma,Bologna,1-0
11,29-10-2017,12:30,Benevento,Lazio,1-5
11,29-10-2017,15:00,Crotone,Fiorentina,2-1
11,29-10-2017,15:00,Napoli,Sassuolo,3-1
11,29-10-2017,15:00,Sampdoria,Chievo,4-1
11,29-10-2017,15:00,SPAL,Genoa,1-0
11,29-10-2017,15:00,Udinese,Atalanta,2-1
11,29-10-2017,20:45,Torino,Cagliari,2-1
11,30-10-2017,20:45,Verona,Inter,1-2
12,04-11-2017,18:00,Bologna,Crotone,2-3
12,04-11-2017,20:45,Genoa,Sampdoria,0-2
12,05-11-2017,12:30,Inter,Torino,1-1
12,05-11-2017,15:00,Cagliari,Verona,2-1
12,05-11-2017,15:00,Chievo,Napoli,0-0
12,05-11-2017,15:00,Fiorentina,Roma,2-4
12,05-11-2017,15:00,Juventus,Benevento,2-1
12,05-11-2017,18:00,Atalanta,SPAL,1-1
12,05-11-2017,20:45,Sassuolo,Milan,0-2
12,24-01-2018,18:30,Lazio,Udinese,3-0
13,18-11-2017,18:00,Roma,Lazio,2-1
13,18-11-2017,20:45,Napoli,Milan,2-1
13,19-11-2017,12:30,Crotone,Genoa,0-1
13,19-11-2017,15:00,Benevento,Sassuolo,1-2
13,19-11-2017,15:00,Sampdoria,Juventus,3-2
13,19-11-2017,15:00,SPAL,Fiorentina,1-1
13,19-11-2017,15:00,Torino,Chievo,1-1
13,19-11-2017,20:45,Inter,Atalanta,2-0
13,19-11-2017,15:00,Udinese,Cagliari,0-1
13,20-11-2017,20:45,Verona,Bologna,2-3
14,25-11-2017,15:00,Bologna,Sampdoria,3-0
14,25-11-2017,18:00,Chievo,SPAL,2-1
14,25-11-2017,18:00,Sassuolo,Verona,0-2
14,25-11-2017,20:45,Cagliari,Inter,1-3
14,26-11-2017,15:00,Genoa,Roma,1-1
14,26-11-2017,15:00,Milan,Torino,0-0
14,26-11-2017,18:00,Lazio,Fiorentina,1-1
14,26-17,20:45,Juventus,Crotone,3-0
14,26-11-2017,15:00,Udinese,Napoli,0-1
14,27-11-2017,20:45,Atalanta,Benevento,1-0
15,01-12-2017,18:30,Roma,SPAL,3-1
15,01-12-2017,20:45,Napoli,Juventus,0-1
15,02-12-2017,20:45,Torino,Atalanta,1-1
15,03-12-2017,12:30,Benevento,Milan,2-2
15,03-12-2017,15:00,Bologna,Cagliari,1-1
15,03-12-2017,15:00,Fiorentina,Sassuolo,3-0
15,03-12-2017,15:00,Inter,Chievo,5-0
15,03-12-2017,20:45,Sampdoria,Lazio,1-2
15,04-12-2017,19:00,Crotone,Udinese,0-3
15,04-12-2017,21:00,Verona,Genoa,0-1
16,09-12-2017,18:00,Cagliari,Sampdoria,2-2
16,09-12-2017,20:45,Juventus,Inter,0-0
16,10-12-2017,12:30,Chievo,Roma,0-0
16,10-12-2017,15:00,Napoli,Fiorentina,0-0
16,10-12-2017,15:00,SPAL,Verona,2-2
16,10-12-2017,15:00,Udinese,Benevento,2-0
16,10-12-2017,18:00,Sassuolo,Crotone,2-1
16,10-12-2017,20:45,Milan,Bologna,2-1
16,11-12-2017,21:00,Lazio,Torino,1-3
16,12-12-2017,19:00,Genoa,Atalanta,1-2
17,16-12-2017,15:00,Inter,Udinese,1-3
17,16-12-2017,18:00,Torino,Napoli,1-3
17,16-12-2017,20:45,Roma,Cagliari,1-0
17,17-12-2017,12:30,Verona,Milan,3-0
17,17-12-2017,15:00,Bologna,Juventus,0-3
17,17-12-2017,15:00,Crotone,Chievo,1-0
17,17-12-2017,15:00,Fiorentina,Genoa,0-0
17,17-12-2017,15:00,Sampdoria,Sassuolo,0-1
17,17-12-2017,18:00,Benevento,SPAL,1-2
17,17-12-2017,20:45,Atalanta,Lazio,3-3
18,22-12-2017,18:00,Chievo,Bologna,2-3
18,22-12-2017,20:45,Cagliari,Fiorentina,0-1
18,23-12-2017,12:30,Lazio,Crotone,4-0
18,23-12-2017,15:00,Genoa,Benevento,1-0
18,23-12-2017,15:00,Napoli,Sampdoria,3-2
18,23-12-2017,15:00,Sassuolo,Inter,1-0
18,23-12-2017,15:00,SPAL,Torino,2-2
18,23-12-2017,15:00,Udinese,Verona,4-0
18,23-12-2017,18:00,Milan,Atalanta,0-2
18,23-12-2017,20:45,Juventus,Roma,1-0
19,29-12-2017,20:45,Crotone,Napoli,0-1
19,30-12-2017,12:30,Fiorentina,Milan,1-1
19,30-12-2017,15:00,Atalanta,Cagliari,1-2
19,30-12-2017,15:00,Benevento,Chievo,1-0
19,30-12-2017,15:00,Bologna,Udinese,1-2
19,30-12-2017,15:00,Roma,Sassuolo,1-1
19,30-12-2017,15:00,Sampdoria,SPAL,2-0
19,30-12-2017,15:00,Torino,Genoa,0-0
19,30-12-2017,18:00,Inter,Lazio,0-0
19,30-12-2017,20:45,Verona,Juventus,1-3
20,05-01-2018,18:00,Chievo,Udinese,1-1
20,05-01-2018,20:45,Fiorentina,Inter,1-1
20,06-01-2018,12:30,Torino,Bologna,3-0
20,06-01-2018,15:00,Milan,Crotone,1-0
20,06-01-2018,15:00,Napoli,Verona,2-0
20,06-01-2018,15:00,SPAL,Lazio,2-5
20,06-01-2018,15:00,Benevento,Sampdoria,3-2
20,06-01-2018,15:00,Genoa,Sassuolo,1-0
20,06-01-2018,18:00,Roma,Atalanta,1-2
20,06-01-2018,20:45,Cagliari,Juventus,0-1
21,21-01-2018,12:30,Atalanta,Napoli,0-1
21,21-01-2018,15:00,Bologna,Benevento,3-0
21,21-01-2018,15:00,Lazio,Chievo,5-1
21,21-01-2018,15:00,Verona,Crotone,0-3
21,21-01-2018,15:00,Sampdoria,Fiorentina,3-1
21,21-01-2018,15:00,Udinese,SPAL,1-1
21,21-01-2018,15:00,Sassuolo,Torino,1-1
21,21-01-2018,18:00,Cagliari,Milan,1-2
21,21-01-2018,20:45,Inter,Roma,1-1
21,22-01-2018,20:45,Juventus,Genoa,1-0
22,27-01-2018,18:00,Sassuolo,Atalanta,0-3
22,27-01-2018,20:45,Chievo,Juventus,0-2
22,28-01-2018,12:30,SPAL,Inter,1-1
22,28-01-2018,15:00,Torino,Benevento,3-0
22,28-01-2018,15:00,Napoli,Bologna,3-1
22,28-01-2018,15:00,Crotone,Cagliari,1-1
22,28-01-2018,15:00,Fiorentina,Verona,1-4
22,28-01-2018,15:00,Genoa,Udinese,0-1
22,28-01-2018,18:00,Milan,Lazio,2-1
22,28-01-2018,20:45,Roma,Sampdoria,0-1
23,03-02-2018,18:00,Sampdoria,Torino,1-1
23,03-02-2018,20:45,Inter,Crotone,1-1
23,04-02-2018,12:30,Verona,Roma,0-1
23,04-02-2018,15:00,Atalanta,Chievo,1-0
23,04-02-2018,15:00,Bologna,Fiorentina,1-2
23,04-02-2018,15:00,Udinese,Milan,1-1
23,04-02-2018,18:00,Juventus,Sassuolo,7-0
23,04-02-2018,18:00,Cagliari,SPAL,2-0
23,04-02-2018,20:45,Benevento,Napoli,0-2
23,05-02-2018,20:45,Lazio,Genoa,1-2
24,09-02-2018,20:45,Fiorentina,Juventus,0-2
24,10-02-2018,15:00,SPAL,Milan,0-4
24,10-02-2018,18:00,Crotone,Atalanta,1-1
24,10-02-2018,20:45,Napoli,Lazio,4-1
24,11-02-2018,12:30,Sassuolo,Cagliari,0-0
24,11-02-2018,15:00,Inter,Bologna,2-1
24,11-02-2018,15:00,Chievo,Genoa,0-1
24,11-02-2018,15:00,Sampdoria,Verona,2-0
24,11-02-2018,18:00,Torino,Udinese,2-0
24,11-02-2018,20:45,Roma,Benevento,5-2
25,17-02-2018,15:00,Udinese,Roma,0-2
25,17-02-2018,18:00,Chievo,Cagliari,2-1
25,17-02-2018,20:45,Genoa,Inter,2-0
25,18-02-2018,12:30,Torino,Juventus,0-1
25,18-02-2018,15:00,Benevento,Crotone,3-2
25,18-02-2018,15:00,Bologna,Sassuolo,2-1
25,18-02-2018,15:00,Napoli,SPAL,1-0
25,18-02-2018,18:00,Atalanta,Fiorentina,1-1
25,18-02-2018,20:45,Milan,Sampdoria,1-0
25,19-02-2018,20:45,Lazio,Verona,2-0
26,24-02-2018,18:00,Bologna,Genoa,2-0
26,24-02-2018,20:45,Inter,Benevento,2-0
26,25-02-2018,12:30,Crotone,SPAL,2-3
26,25-02-2018,15:00,Fiorentina,Chievo,1-0
26,25-02-2018,15:00,Sassuolo,Lazio,0-3
26,25-02-2018,15:00,Verona,Torino,2-1
26,25-02-2018,18:00,Sampdoria,Udinese,2-1
26,25-02-2018,20:45,Roma,Milan,0-2
26,26-02-2018,20:45,Cagliari,Napoli,0-5
26,14-03-2018,18:00,Juventus,Atalanta,2-0
27,03-03-2018,15:00,SPAL,Bologna,1-0
27,03-03-2018,18:00,Lazio,Juventus,0-1
27,03-03-2018,20:45,Napoli,Roma,2-4
27,03-04-2018,18:30,Genoa,Cagliari,2-1
27,03-04-2018,18:30,Udinese,Fiorentina,0-2
27,03-04-2018,18:30,Atalanta,Sampdoria,1-2
27,04-04-2018,17:00,Benevento,Verona,3-0
27,04-04-2018,18:30,Torino,Crotone,4-1
27,04-04-2018,20:45,Milan,Inter,0-0
27,04-04-2018,20:45,Chievo,Sassuolo,1-1
28,09-03-2018,20:45,Roma,Torino,3-0
28,10-03-2018,20:45,Verona,Chievo,1-0
28,11-03-2018,12:30,Fiorentina,Benevento,1-0
28,11-03-2018,15:00,Bologna,Atalanta,0-1
28,11-03-2018,15:00,Cagliari,Lazio,2-2
28,11-03-2018,15:00,Crotone,Sampdoria,4-1
28,11-03-2018,15:00,Sassuolo,SPAL,1-1
28,11-03-2018,18:00,Juventus,Udinese,2-0
28,11-03-2018,18:00,Genoa,Milan,0-1
28,11-03-2018,20:45,Inter,Napoli,0-0
29,17-03-2018,18:00,Udinese,Sassuolo,1-2
29,17-03-2018,20:45,SPAL,Juventus,0-0
29,18-03-2018,12:30,Sampdoria,Inter,0-5
29,18-03-2018,15:00,Verona,Atalanta,0-5
29,18-03-2018,15:00,Benevento,Cagliari,1-2
29,18-03-2018,15:00,Milan,Chievo,3-2
29,18-03-2018,15:00,Torino,Fiorentina,1-2
29,18-03-2018,18:00,Crotone,Roma,0-2
29,18-03-2018,20:45,Lazio,Bologna,1-1
29,18-03-2018,20:45,Napoli,Genoa,1-0
30,31-03-2018,12:30,Bologna,Roma,1-1
30,31-03-2018,15:00,Lazio,Benevento,6-2
30,31-03-2018,15:00,Fiorentina,Crotone,2-0
30,31-03-2018,15:00,Inter,Verona,3-0
30,31-03-2018,15:00,Genoa,SPAL,1-1
30,31-03-2018,15:00,Cagliari,Torino,0-4
30,31-03-2018,18:00,Atalanta,Udinese,2-0
30,31-03-2018,18:00,Sassuolo,Napoli,1-1
30,31-03-2018,20:45,Chievo,Sampdoria,2-1
30,31-03-2018,20:45,Juventus,Milan,3-1
31,07-04-2018,15:00,Benevento,Juventus,2-4
31,07-04-2018,18:00,SPAL,Atalanta,1-1
31,07-04-2018,18:00,Roma,Fiorentina,0-2
31,07-04-2018,20:45,Sampdoria,Genoa,0-0
31,08-04-2018,12:30,Torino,Inter,1-0
31,08-04-2018,15:00,Crotone,Bologna,1-0
31,08-04-2018,15:00,Verona,Cagliari,1-0
31,08-04-2018,18:00,Napoli,Chievo,2-1
31,08-04-2018,18:00,Udinese,Lazio,1-2
31,08-04-2018,20:45,Milan,Sassuolo,1-1
32,14-04-2018,15:00,Cagliari,Udinese,2-1
32,14-04-2018,18:00,Genoa,Crotone,1-0
32,14-04-2018,18:00,Chievo,Torino,0-0
32,14-04-2018,20:45,Atalanta,Inter,0-0
32,15-04-2018,12:30,Fiorentina,SPAL,0-0
32,15-04-2018,15:00,Sassuolo,Benevento,2-2
32,15-04-2018,15:00,Bologna,Verona,2-0
32,15-04-2018,18:00,Milan,Napoli,0-0
32,15-04-2018,20:45,Juventus,Sampdoria,3-0
32,15-04-2018,20:45,Lazio,Roma,0-0
33,17-04-2018,20:45,Inter,Cagliari,4-0
33,18-04-2018,18:00,Benevento,Atalanta,0-3
33,18-04-2018,20:45,Sampdoria,Bologna,1-0
33,18-04-2018,20:45,SPAL,Chievo,0-0
33,18-04-2018,20:45,Roma,Genoa,2-1
33,18-04-2018,20:45,Crotone,Juventus,1-1
33,18-04-2018,20:45,Fiorentina,Lazio,3-4
33,18-04-2018,20:45,Torino,Milan,1-1
33,18-04-2018,20:45,Verona,Sassuolo,0-1
33,18-04-2018,20:45,Napoli,Udinese,4-2
34,21-04-2018,15:00,SPAL,Roma,0-3
34,21-04-2018,18:00,Sassuolo,Fiorentina,1-0
34,21-04-2018,20:45,Milan,Benevento,0-1
34,22-04-2018,12:30,Cagliari,Bologna,0-0
34,22-04-2018,15:00,Udinese,Crotone,1-2
34,22-04-2018,15:00,Chievo,Inter,1-2
34,22-04-2018,18:00,Lazio,Sampdoria,4-0
34,22-04-2018,18:00,Atalanta,Torino,2-1
34,22-04-2018,20:45,Juventus,Napoli,0-1
34,23-04-2018,20:45,Genoa,Verona,3-1
35,28-04-2018,18:00,Roma,Chievo,4-1
35,28-04-2018,20:45,Inter,Juventus,2-3
35,29-04-2018,12:30,Crotone,Sassuolo,4-1
35,29-04-2018,15:00,Sampdoria,Cagliari,4-1
35,29-04-2018,15:00,Atalanta,Genoa,3-1
35,29-04-2018,15:00,Bologna,Milan,1-2
35,29-04-2018,15:00,Verona,SPAL,1-3
35,29-04-2018,18:00,Benevento,Udinese,3-3
35,29-04-2018,18:00,Fiorentina,Napoli,3-0
35,29-04-2018,20:45,Torino,Lazio,0-1
36,05-05-2018,18:00,Milan,Verona,4-1
36,05-05-2018,20:45,Juventus,Bologna,3-1
36,06-05-2018,12:30,Udinese,Inter,0-4
36,06-05-2018,15:00,Lazio,Atalanta,1-1
36,06-05-2018,15:00,SPAL,Benevento,2-0
36,06-05-2018,15:00,Chievo,Crotone,2-1
36,06-05-2018,18:00,Sassuolo,Sampdoria,1-0
36,06-05-2018,18:00,Genoa,Fiorentina,2-3
36,06-05-2018,20:45,Napoli,Torino,2-2
36,06-05-2018,20:45,Cagliari,Roma,0-1
37,12-05-2018,18:00,Benevento,Genoa,1-0
37,12-05-2018,20:45,Inter,Sassuolo,1-2
37,13-05-2018,15:00,Fiorentina,Cagliari,0-1
37,13-05-2018,15:00,Bologna,Chievo,1-2
37,13-05-2018,15:00,Crotone,Lazio,2-2
37,13-05-2018,15:00,Torino,SPAL,2-1
37,13-05-2018,18:00,Atalanta,Milan,1-1
37,13-05-2018,18:00,Verona,Udinese,0-1
37,13-05-2018,20:45,Roma,Juventus,0-0
37,13-05-2018,20:45,Sampdoria,Napoli,0-2
38,19-05-2018,15:00,Juventus,Verona,2-1
38,20-05-2018,15:00,Genoa,Torino,1-2
38,20-05-2018,18:00,Cagliari,Atalanta,1-0
38,20-05-2018,18:00,Chievo,Benevento,1-0
38,20-05-2018,18:00,Udinese,Bologna,1-0
38,20-05-2018,20:45,Napoli,Crotone,2-1
38,20-05-2018,20:45,Milan,Fiorentina,5-1
38,20-05-2018,20:45,SPAL,Sampdoria,3-1
38,20-05-2018,20:45,Lazio,Inter,2-3
38,20-05-2018,20:45,Sassuolo,Roma,0-1
